City,Property Type,Name,Price,Rating,Reviews Count,Location,Image URL,Image Path
Karachi,hotel,Faran Hotel,,Scored 5.4,5,"PECHS, Karachi (Shahrah-e-Faisal)",https://cf.bstatic.com/xdata/images/hotel/square240/556242941.webp?k=d021c01da31c799abfe8137d6cd5a406f3b24b486a3f45486c595a39ce84e27a&o=,images_hotel\Faran_Hotel.jpg
Karachi,hotel,Karachi lodge,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/728776239.webp?k=25ee42cb01fbb014251ccd37c48f27e9807c1391e10b2e2754457931a42d7402&o=,images_hotel\Karachi_lodge.jpg
Karachi,hotel,Subhan Palace Guest House,,Scored 8.1,8,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/417190239.webp?k=c3b0fe3b012285ff2639f94c7cd07e3a23cc2c37870a4685a389f808969b39fd&o=,images_hotel\Subhan_Palace_Guest_House.jpg
Karachi,hotel,Swisstel Cottage,,Scored 7.2,7,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/396817229.webp?k=239ef7ce0e9e07bdc76a21bf44ee6f85e54d99e558b74b9f025daa9f21073179&o=,images_hotel\Swisstel_Cottage.jpg
Karachi,hotel,Hotel Crown Inn,,Scored 4.9,4,"Saddar Town, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/132049953.webp?k=cb13f36335cd7210141ce7a36c91d0343dcb12816d7abfe7ed5d163032f108ac&o=,images_hotel\Hotel_Crown_Inn.jpg
Karachi,hotel,Khoj Resorts Allana,,Scored 8.1,8,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/637330439.webp?k=0b7a55b5ecbc8ac0f3abdaafcf4f33c5195d27891c54c627f25bafce7ce5da46&o=,images_hotel\Khoj_Resorts_Allana.jpg
Karachi,hotel,SEAVIEW COTTAGE,,Scored 6.4,6,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/560131427.webp?k=c4a0d605af39eca6677ac6af0ea351dd4675b1521d36eead4aeb87b7bb22fb8b&o=,images_hotel\SEAVIEW_COTTAGE.jpg
Karachi,hotel,Ballyfin Urban Stays By Elegant,,Scored 9.7,9,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/725535846.webp?k=70abda424b0893d8369ef2b6489ad2929c2794734297be7c7280fcb5f958bca0&o=,images_hotel\Ballyfin_Urban_Stays_By_Elegant.jpg
Karachi,hotel,Hotel Region,,,,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/715202867.webp?k=d4d47ed41ae1ac4e7405d3c2ab69c3fb176f4621133d3997ff360fe6990d8ce8&o=,images_hotel\Hotel_Region.jpg
Karachi,hotel,Hotel Bed & Rest Airport,,Scored 6.5,6,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/520312166.webp?k=17fc47ad7158d9725e00a11ccc5c53110281c718cb467c646f5eb369c92e116f&o=,images_hotel\Hotel_Bed___Rest_Airport.jpg
Karachi,hotel,The Lodge Inn,,Scored 9.1,9,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/679637981.webp?k=9dcc75751bf140195aec1b44ac51946d03fcd2023da73f6e9bb9a693472a8381&o=,images_hotel\The_Lodge_Inn.jpg
Karachi,hotel,Diamond Apart's Dha Karachi,,Scored 6.8,6,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/419830873.webp?k=ad3c885dc1aa92607b5b40c63f916ac32d1436a3c0a86934223f13b6be4fe7cc&o=,images_hotel\Diamond_Apart_s_Dha_Karachi.jpg
Karachi,hotel,Orchid Inn by WI Hotel,,Scored 8.4,8,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/593401083.webp?k=bddcab365d72420ed8209a69a80f055638bc826c3c16cbd119d327764cef91a1&o=,images_hotel\Orchid_Inn_by_WI_Hotel.jpg
Karachi,hotel,Sea View Suites,,,,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/721264767.webp?k=c8c874d19126199450c293fc68fc425030e9e6f2b969856ef27e624b6b975c7c&o=,images_hotel\Sea_View_Suites.jpg
Karachi,hotel,Hamsun Apart Hotel Clifton,,Scored 8.6,8,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/422436784.webp?k=0aa9a8adb81d894f03abf729b40753354d7c16d390a3e93a4775f0b95eb99b82&o=,images_hotel\Hamsun_Apart_Hotel_Clifton.jpg
Karachi,hotel,GOHO Rooms Badar,,Scored 5.7,5,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/377775627.webp?k=385444d6a8b73b94110b64fa0fd47dca7d76ea8bee97464ff153c6684be9e6c2&o=,images_hotel\GOHO_Rooms_Badar.jpg
Karachi,hotel,Hotel Hilton Karachi,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/706604860.webp?k=3bce7d305e54d51921d9d361852097df7ab21820eb488a1d86dcb6cac870ec2a&o=,images_hotel\Hotel_Hilton_Karachi.jpg
Karachi,hotel,Hotel Travel Inn,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/709695751.webp?k=cafa528d8582704e458a809e84d7f6df5347960e2b2a931663f31ebdfe895360&o=,images_hotel\Hotel_Travel_Inn.jpg
Karachi,hotel,Airport Hotel Bed & Rest,,Scored 6.5,6,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/583236917.webp?k=9a67848cc15b40199bdc4fb99a0657d59fd3377f86becd1a723b3cb8090cf4f7&o=,images_hotel\Airport_Hotel_Bed___Rest.jpg
Karachi,hotel,Ocean Pearl Hotel,,Scored 8.0,8,"Bath Island, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/710274913.webp?k=c64dda2d87fbbd42842e574ba534b7ae1adbde25852471d8ab0a927cf38916c7&o=,images_hotel\Ocean_Pearl_Hotel.jpg
Karachi,hotel,Hotel Royal Residency,,Scored 7.5,7,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/641895264.webp?k=b7a3ed77cb3d18c73a7f6076378ab7f856a67c8a0d82f2e16e9efe6eb010e41e&o=,images_hotel\Hotel_Royal_Residency.jpg
Karachi,hotel,Galaxy Rezidor Boutique Hotel,,,,"Shahrah-e-Faisal, Karachi (Shahrah-e-Faisal)",https://cf.bstatic.com/xdata/images/hotel/square240/653221605.webp?k=2afaa66ad9a952bfaf6350eb2963a1f8a7bda8a801ac9c7e15aba3654d43f51f&o=,images_hotel\Galaxy_Rezidor_Boutique_Hotel.jpg
Karachi,hotel,Galaxy Rezidor,,,,"Shahrah-e-Faisal, Karachi (Shahrah-e-Faisal)",https://cf.bstatic.com/xdata/images/hotel/square240/725658496.webp?k=42d2130d5f33fd2ff0a58566aee9dbb95da3c6716f68707aca8f921f7bf5e356&o=,images_hotel\Galaxy_Rezidor.jpg
Karachi,hotel,Hotel Ballyfin Retreat Gulshan-e-Iqbal,,Scored 9.7,9,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/719896047.webp?k=6ef913e7d1d52294c9a368ae25577e0f1b847b12296ec27dad3f876c4376dfa5&o=,images_hotel\Hotel_Ballyfin_Retreat_Gulshan-e-Iqbal.jpg
Karachi,hotel,The Elet Signature Boutique Hotel,,Scored 9.7,9,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/722024729.webp?k=391c041994cb571f98b3da770c8eff1ca8b615fdc480fd02da8de76091eb433e&o=,images_hotel\The_Elet_Signature_Boutique_Hotel.jpg
Karachi,hotel,Karachi Guest House & Couple Hotel,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/709703782.webp?k=1fe28b5ea0ff34e5cf62dc076cd9fc2f8030ffe986db8b0cc71b426177aa8c4d&o=,images_hotel\Karachi_Guest_House___Couple_Hotel.jpg
Karachi,hotel,Hotel Rosewood,,,,"PECHS, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/711822045.webp?k=906af8f13e5c9cca32d951da69a9a8bcb07d181466d7fd27dff7d34082fd315b&o=,images_hotel\Hotel_Rosewood.jpg
Karachi,hotel,White House Karachi,,Scored 7.3,7,"D.H.A., Karachi (D.H.A.)",https://cf.bstatic.com/xdata/images/hotel/square240/596938045.webp?k=5bde97c837453c95a95e2a5b26f9f9660430621986e4ab5e9fd21cb9429c00f0&o=,images_hotel\White_House_Karachi.jpg
Karachi,hotel,Hotel Emirates Inn,,Scored 10,10,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/707156882.webp?k=ec41e0de6905f0d1aa719fda66e8f6632a49ba1188149b2e7c7c5155b10996ab&o=,images_hotel\Hotel_Emirates_Inn.jpg
Karachi,hotel,Galaxy Inn Karachi,,Scored 8.0,8,"Gulshan-E-Jamal, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/511239564.webp?k=fcdfec73f5643e76b43e727ec137036f47b5be32b42ce8d261f17091abe5f7f3&o=,images_hotel\Galaxy_Inn_Karachi.jpg
Karachi,hotel,Galaxy Inn Guest House,,Scored 8.1,8,"Gulshan-E-Jamal, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/729903171.webp?k=3866f77ca5c1abb87f587284e14de12c57d93665b9eb9e954c4e70ce992a75a6&o=,images_hotel\Galaxy_Inn_Guest_House.jpg
Karachi,hotel,Gulshan Palace Hotel Aga Khan University Hospital Karachi,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/707255864.webp?k=c9903c727dab81c2fd54fa7686ced18524f15e139acd5fe5d95fcd80043aeebe&o=,images_hotel\Gulshan_Palace_Hotel_Aga_Khan_University_Hospital_Karachi.jpg
Karachi,hotel,Hotel Family Guest House,,Scored 5.5,5,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/648100475.webp?k=40afe867292e57f66cee05a8421e32497b75e83bd36553bebb00cb1356da9094&o=,images_hotel\Hotel_Family_Guest_House.jpg
Karachi,hotel,Prime Rose Hotel Karachi,,,,Karachi,https://cf.bstatic.com/xdata/images/hotel/square240/696089278.webp?k=11bf90efb8b916458a6746a96081e6d818893f38ba3982f574e98c2e49862720&o=,images_hotel\Prime_Rose_Hotel_Karachi.jpg
Karachi,hotel,A One Lodges,,Scored 4.0,4,"Clifton, Karachi",https://cf.bstatic.com/xdata/images/hotel/square240/684695228.webp?k=b73243b174f320a9aa2ae51a2349c2fe16a25e4ea6843d8940cdbde6da9c7520&o=,images_hotel\A_One_Lodges.jpg
Lahore,hotel,Goldcrest Apartments,,Scored 9.3,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/581019436.webp?k=a2b52436b4de19e02c81414c1db3c5a190938416a4da22bec99b5049db25f829&o=,images_hotel\Goldcrest_Apartments.jpg
Lahore,hotel,Luxus Grand Hotel,,Scored 9.2,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/78824537.webp?k=4ccc37f313f531e87653e875dc1c60bd86626013e8315a279461dba6e363c4b3&o=,images_hotel\Luxus_Grand_Hotel.jpg
Lahore,hotel,Gulberg Inn Hotel Lahore,,Scored 7.2,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/623157507.webp?k=796ac5d42ef35c9c3cf6fd747f127d020106524890fafcc7ae704f7941c4fd94&o=,images_hotel\Gulberg_Inn_Hotel_Lahore.jpg
Lahore,hotel,"Hotel One The Mall, Lahore",,Scored 8.8,8,"Mall Road, Lahore (Mall Road)",https://cf.bstatic.com/xdata/images/hotel/square240/637006341.webp?k=452e6164e62e6f0d80544cf006dc8ca667e1a22aa65de38d49d28833cb04a4b3&o=,images_hotel\Hotel_One_The_Mall__Lahore.jpg
Lahore,hotel,Palm tree suites,,Scored 7.4,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/655728953.webp?k=2706fddd144efcfbaaae22cf1eefa4e4256e5202d25ad290d8aa542b212cfabe&o=,images_hotel\Palm_tree_suites.jpg
Lahore,hotel,The Orchard Hotel Lahore,,Scored 9.9,9,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/469908111.webp?k=f416719b3b265b5af3d01e8c84445567cc650cc95c41b322b951d20b0c4614eb&o=,images_hotel\The_Orchard_Hotel_Lahore.jpg
Lahore,hotel,Panoramic Hotel Lahore,,Scored 8.0,8,"Mall Road, Lahore (Mall Road)",https://cf.bstatic.com/xdata/images/hotel/square240/633900980.webp?k=114983dae25f4bfac39000d5a163173e11abdf22bc692a5b52768c37522fbcc2&o=,images_hotel\Panoramic_Hotel_Lahore.jpg
Lahore,hotel,The Nishat Hotel Johar Town,,Scored 9.1,9,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/622550518.webp?k=133c77bc5c08df0a26e958bdbe40897fa8cfa63e21dd0ddfc9f90b10bb834cd6&o=,images_hotel\The_Nishat_Hotel_Johar_Town.jpg
Lahore,hotel,Grand Millennium Hotel,,Scored 8.0,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/709649877.webp?k=e054d7f7f2480ed84c46de5a35f44d6344da9d2f1ea2f39acc00171f41b1b905&o=,images_hotel\Grand_Millennium_Hotel.jpg
Lahore,hotel,Park View Hotel Gulberg,,Scored 6.4,6,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/420247317.webp?k=a26e82eafe7053b029194c6d45b53035435a95e185506d02e79d4e703ed9d172&o=,images_hotel\Park_View_Hotel_Gulberg.jpg
Lahore,hotel,The LC Hotel,,Scored 9.6,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/699643100.webp?k=5efb2bfd9127d539df8c73959f1a79e7da4d2c1fc353eaeb8b010bb1557eb966&o=,images_hotel\The_LC_Hotel.jpg
Lahore,hotel,Premier Inn Gulberg Lahore,,Scored 7.9,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/211164794.webp?k=19b210b2511f8554e011a5b7fd3d4d75fb59873f6528eff24371152e70049d3c&o=,images_hotel\Premier_Inn_Gulberg_Lahore.jpg
Lahore,hotel,Premier Inn Grand Gulberg Lahore,,Scored 8.9,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/565907235.webp?k=d88e753c49dbcf31e149f8dbaade09786fa56fb4af3549f4ad3d85794d3f452a&o=,images_hotel\Premier_Inn_Grand_Gulberg_Lahore.jpg
Lahore,hotel,Avari Xpress Gulberg,,Scored 8.1,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/228631926.webp?k=b35232458a20ffe4e13bc8d4853c5d546253802a72a4922b4ddf7cc03de74b0b&o=,images_hotel\Avari_Xpress_Gulberg.jpg
Lahore,hotel,"Rose Palace Hotel, Gulberg",,Scored 7.9,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/323415402.webp?k=18297cdd16b137d8c855bce7bf6043d728b179f50691c7cf791c128ded0d202f&o=,images_hotel\Rose_Palace_Hotel__Gulberg.jpg
Lahore,hotel,Starlit By Zameen Opal,,Scored 8.4,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/664549307.webp?k=f74b4d829136662023ffb1783fb1deee3e7cdea2fbea50f15ecdfa199909eed5&o=,images_hotel\Starlit_By_Zameen_Opal.jpg
Lahore,hotel,Shanze Hotel And Suites,,Scored 6.1,6,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/682760439.webp?k=757622ae3e7ecfcb159674b295b9b07fc173dac0358d87022ecc04a26a9705b3&o=,images_hotel\Shanze_Hotel_And_Suites.jpg
Lahore,hotel,"Pearl Continental Hotel, Lahore",,Scored 7.0,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/278504590.webp?k=bf2d3eb273afe273b81349d48a82da4fa1f4738dbb562444e424581b28129291&o=,images_hotel\Pearl_Continental_Hotel__Lahore.jpg
Lahore,hotel,Four Points by Sheraton Lahore,,Scored 8.5,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/463614415.webp?k=37fba6e9f63d46d27609e3ce9c5a2f13eaf49769212db8274bcc3896ab453d26&o=,images_hotel\Four_Points_by_Sheraton_Lahore.jpg
Lahore,hotel,Goldcrest Luxury Apartments,,Scored 9.3,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/620531969.webp?k=e5d9136b3b3c4b2ab3e3c8e1045e5d8f13a0163c74d25c0bb087fc0f0a412666&o=,images_hotel\Goldcrest_Luxury_Apartments.jpg
Lahore,hotel,Holiday Guest House Lahore,,Scored 8.0,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/659158668.webp?k=e54c5739e3beb9a09d438eb2b25280a160b8d9d1c9a50da3af8c160b4faa96cb&o=,images_hotel\Holiday_Guest_House_Lahore.jpg
Lahore,hotel,Infinity Hotel,,Scored 8.1,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/704713035.webp?k=e3022b63b750b22d96caf956655ffbb91201e0f4ae6c87111847d55c7c2acd69&o=,images_hotel\Infinity_Hotel.jpg
Lahore,hotel,The Rich Hotel & Apartments,,Scored 7.6,7,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/444259014.webp?k=f90949a2cf57d25d01aabf2ccf51e677375087da3704f560269d9e7e5055451f&o=,images_hotel\The_Rich_Hotel___Apartments.jpg
Lahore,hotel,Hotel Breezy Lahore,,Scored 8.6,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/610977311.webp?k=ff5075ee70d11dd584697c944bf2f24d8cdc2dfc9edf75858560b75b6f519111&o=,images_hotel\Hotel_Breezy_Lahore.jpg
Lahore,hotel,Hotel Grand Lahore,,Scored 8.0,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/410427549.webp?k=4761f746f725498f55fca27fc7965d8fd289cbc95770d700da27b2d1033a7ae6&o=,images_hotel\Hotel_Grand_Lahore.jpg
Lahore,hotel,Shelton Hotel Lahore,,Scored 7.7,7,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/524751006.webp?k=940bed3860592c3103bb0679606462e648197a226bd689c7429eab6c379e480f&o=,images_hotel\Shelton_Hotel_Lahore.jpg
Lahore,hotel,"Rose Palace Hotel, Liberty",,Scored 7.4,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/642727054.webp?k=142f4ad85619da38ab0e7a5a6a2fecea657d5971d0de83e6f4d9306a7d989ac1&o=,images_hotel\Rose_Palace_Hotel__Liberty.jpg
Lahore,hotel,Best Western Premier Hotel Gulberg Lahore,,Scored 8.6,8,"Gulberg, Lahore (M.M. Allam Road)",https://cf.bstatic.com/xdata/images/hotel/square240/405583062.webp?k=1102fb32ff798b6d4ac563f7222f4c280eedfd2d39fdf966bb57d89f373165a1&o=,images_hotel\Best_Western_Premier_Hotel_Gulberg_Lahore.jpg
Lahore,hotel,Royal Luxury Hotel Lahore,,Scored 8.4,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/416360926.webp?k=1ef91a740ebf1b9b2f8e494cfd17eb00888ca30c4b221c554c621970c383978e&o=,images_hotel\Royal_Luxury_Hotel_Lahore.jpg
Lahore,hotel,"Lawrence View Hotel, Lahore",,Scored 8.7,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/455022966.webp?k=cb2e00c6286426d902c205954be4ceda2bdadf1ee9de015310050775a1e015e3&o=,images_hotel\Lawrence_View_Hotel__Lahore.jpg
Lahore,hotel,Doves Inn Hotel kalma Chowk,,Scored 8.7,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/698779260.webp?k=57d082ea6220a5f49694f8c1a98d28ad82329db771a08b614110df1feadbc6e3&o=,images_hotel\Doves_Inn_Hotel_kalma_Chowk.jpg
Lahore,hotel,Indigo Heights Hotel & Suites,,Scored 7.6,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/224496332.webp?k=20c04dae30315608c4a8b3341e4107ea49d4636c2a963f3a3dfd68850ada71b9&o=,images_hotel\Indigo_Heights_Hotel___Suites.jpg
Lahore,hotel,Ramada by Wyndham Lahore Gulberg II,,Scored 8.8,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/284362710.webp?k=b48a701f09a1ee2f0c4a456244643a6dbaa94e31d43baed5c679a4d8063ee93c&o=,images_hotel\Ramada_by_Wyndham_Lahore_Gulberg_II.jpg
Lahore,hotel,Lahore Continental Hotel,,Scored 7.6,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/596345420.webp?k=bc8da983c2fa797250b7badfe0305005e4356055d6709a8e80e519bdcc06b56e&o=,images_hotel\Lahore_Continental_Hotel.jpg
Lahore,hotel,Nine Tree Luxury Hotel & Suites Lahore,,Scored 8.7,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/721248154.webp?k=84e225666a003add8eb5881389ced4d48692b23cde0e67718ce1e6a0b3266774&o=,images_hotel\Nine_Tree_Luxury_Hotel___Suites_Lahore.jpg
Lahore,hotel,Hayyat Luxury Hotel Suites,,Scored 8.9,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/465234573.webp?k=caae1a8a28fffeba3119083562e4a220ab07fdbeb6a8d0651f4f7bb03d7ff8ea&o=,images_hotel\Hayyat_Luxury_Hotel_Suites.jpg
Lahore,hotel,Hotel Rose Inn Lahore,,Scored 8.5,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/408937518.webp?k=c8e1214c9df6d0c137be3c63a29baee0d450232fecc8eb43a03959530013aade&o=,images_hotel\Hotel_Rose_Inn_Lahore.jpg
Lahore,hotel,Hotel Crown Lahore,,Scored 8.2,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/562868930.webp?k=f5464864268147b4c52bc3c0d781deaf9a427a8730c106845da563de87f6a1f1&o=,images_hotel\Hotel_Crown_Lahore.jpg
Lahore,hotel,Dove Inn Hotel,,Scored 8.0,8,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/492211797.webp?k=2f8ac7114c63a2ee17e27d76337c3a777699655959595eab41e7fcd6420013db&o=,images_hotel\Dove_Inn_Hotel.jpg
Lahore,hotel,Hotel Nova,,Scored 8.7,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/719303655.webp?k=6723129b864343dad22ac2b928d89a31efb4d9a3a21310b44796263b7466b2c2&o=,images_hotel\Hotel_Nova.jpg
Lahore,hotel,New Star Hotel Lahore,,,,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/726939567.webp?k=db5afe3b5678d2e15501b93bf3f79df88f4caa21f631a4f9e56c48e05b36508e&o=,images_hotel\New_Star_Hotel_Lahore.jpg
Lahore,hotel,Ambiance Boutique Art Hotel Lahore,,Scored 9.1,9,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/408783100.webp?k=e0c00bae6cde07081f89f0db805aa6e9efd66c8672dfad94ee4693848c27429a&o=,images_hotel\Ambiance_Boutique_Art_Hotel_Lahore.jpg
Lahore,hotel,Hotel Tourist Inn Lahore,,Scored 6.8,6,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/572481860.webp?k=1b6a7ab463f09bc878a9962046427c61c1808645405fbd05407df6b0775a038f&o=,images_hotel\Hotel_Tourist_Inn_Lahore.jpg
Lahore,hotel,12th Avenue,,Scored 7.9,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/690041283.webp?k=f710e8feb995b6dd340ff6a16405496d412fb131f650acf07d45108745f0bf37&o=,images_hotel\12th_Avenue.jpg
Lahore,hotel,Golden One Hotel,,Scored 8.2,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/557885161.webp?k=ba95b14311e8afec700024d9bc1d02c887ba06f76f104c2401eeaafe16dfeb08&o=,images_hotel\Golden_One_Hotel.jpg
Lahore,hotel,"Rose Palace Hotel, Garden Town",,Scored 7.5,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/130666464.webp?k=a9fc4870da8c870c607a9a2b1fcb10c948253b866476c84fcaf734c8d29182b3&o=,images_hotel\Rose_Palace_Hotel__Garden_Town.jpg
Lahore,hotel,Gold Pine Hotel Lahore,,Scored 7.6,7,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/564766964.webp?k=bbfbc5a709dad51b1208b3dfc7254854e2ce33e21c09e6b30b87cec638b77cec&o=,images_hotel\Gold_Pine_Hotel_Lahore.jpg
Lahore,hotel,GO Luxury Grand Hotel,,Scored 8.0,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/465921723.webp?k=a06be788542f32460b6bca32ec99f707cd9f1bc8cc0218472bd64424696403e4&o=,images_hotel\GO_Luxury_Grand_Hotel.jpg
Lahore,hotel,The Oasis Hotel,,Scored 7.8,7,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/596108248.webp?k=40a937147584f615cca37d92386b508c1d890dde2470a3a0458f2093bd622564&o=,images_hotel\The_Oasis_Hotel.jpg
Lahore,hotel,Hotel Green Fort Gulberg,,Scored 7.3,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/591141692.webp?k=d682d0127c513d935ab55a32604d9fa8a6e4bdd6223be091caf7e769dadcf045&o=,images_hotel\Hotel_Green_Fort_Gulberg.jpg
Lahore,hotel,Shelton’s Rezidor Lahore,,Scored 7.5,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/236985347.webp?k=cae6fa52200ea161e743b6377e0fc087b386470d48b1eed351f2e7c8818d5f1c&o=,images_hotel\Shelton_s_Rezidor_Lahore.jpg
Lahore,hotel,Hotel Tulip Inn,,Scored 7.1,7,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/686135109.webp?k=0c5886099d77525da574d810a33f88bb130765ca6a0def8de70283e808156b6a&o=,images_hotel\Hotel_Tulip_Inn.jpg
Lahore,hotel,The Residency Hotel,,Scored 7.4,7,Lahore,https://cf.bstatic.com/xdata/images/hotel/square240/34732326.webp?k=6e330d743c1181530baa5a68a1473f1a9d9d4afda62795e817836c89bb0473dc&o=,images_hotel\The_Residency_Hotel.jpg
Lahore,hotel,Faletti’s Grand MM Alam Road,,Scored 8.8,8,"M.M. Allam Road, Lahore (M.M. Allam Road)",https://cf.bstatic.com/xdata/images/hotel/square240/543762046.webp?k=83cf50df863284a3ea407fab0b0bd93951697a0fd5415743be4b4dae763365b7&o=,images_hotel\Faletti_s_Grand_MM_Alam_Road.jpg
Lahore,hotel,Hotel Helen One Gulberg,,Scored 8.3,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/667772477.webp?k=6accee42bc52fc30ba06940cb4e5f0058faa9266f9e4d22c7b2903e3103ad0e9&o=,images_hotel\Hotel_Helen_One_Gulberg.jpg
Lahore,hotel,Shaheen Palace Hotel Gulberg,,Scored 8.0,8,"Gulberg, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/684839759.webp?k=78f950c3bf24bfcd82bc703765009d4df0e4321337e9e7af8ec05f9264a677a2&o=,images_hotel\Shaheen_Palace_Hotel_Gulberg.jpg
Lahore,hotel,Hotel Prime Lahore,,Scored 7.9,7,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/522944896.webp?k=fb5cfd1c7ef9c542dd496e012082c5d85b6231aadbdcaa243f1cba00e470b416&o=,images_hotel\Hotel_Prime_Lahore.jpg
Lahore,hotel,Go Hotel 001 Johar Town,,Scored 8.0,8,"Johar Town, Lahore",https://cf.bstatic.com/xdata/images/hotel/square240/678108985.webp?k=1a523a67bcd4d8cbd61ade28c8768b40edfe66a46ed8985a44f1df0e55fef210&o=,images_hotel\Go_Hotel_001_Johar_Town.jpg
